reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,reals_16,reals_17,reals_18,reals_19,reals_20,reals_21,reals_22,reals_23,reals_24,reals_25,reals_26,reals_27,reals_28,reals_29,reals_30,reals_31,reals_32,reals_33,reals_34,reals_35,reals_36,reals_37,reals_38,reals_39,reals_40,reals_41,reals_42,reals_43,reals_44,reals_45,reals_46,reals_47,reals_48,reals_49,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15,imags_16,imags_17,imags_18,imags_19,imags_20,imags_21,imags_22,imags_23,imags_24,imags_25,imags_26,imags_27,imags_28,imags_29,imags_30,imags_31,imags_32,imags_33,imags_34,imags_35,imags_36,imags_37,imags_38,imags_39,imags_40,imags_41,imags_42,imags_43,imags_44,imags_45,imags_46,imags_47,imags_48,imags_49
1.0,0.998876939503,0.99553319215,0.990044205229,0.982532903519,0.973165561177,0.962146224497,0.949709879103,0.936114598552,0.921632946328,0.90654292879,0.891118811624,0.875622116471,0.860293107408,0.845343059139,0.830947570798,0.817241152105,0.804313263706,0.792205942317,0.780913085762,0.77038141499,0.760513071771,0.751169754115,0.742178238409,0.733337089756,0.724424321695,0.715205734619,0.705443640101,0.694905666479,0.683373339965,0.670650145138,0.65656878856,0.640997418698,0.623844593175,0.605062829325,0.584650624366,0.562652885491,0.539159765872,0.514303957979,0.488256548843,0.461221591023,0.433429586469,0.405130116576,0.376583879511,0.348054414209,0.319799798947,0.292064610712,0.265072419989,0.239019074474,0.214066995516,0.0,0.0322078966398,0.0641191560939,0.0954463537223,0.125920173251,0.155297680227,0.183369689249,0.209966972809,0.234965100089,0.258287741898,0.279908331476,0.299850028195,0.31818399023,0.335026021006,0.350531710552,0.364890244829,0.378317101884,0.391045891607,0.403319624779,0.415381715848,0.427467031954,0.439793297808,0.452553152346,0.465907129057,0.479977798483,0.494845269819,0.510544200253,0.527062407464,0.54434112444,0.56227687841,0.580724919328,0.599504069906,0.618402820551,0.637186450407,0.655604921472,0.673401267576,0.690320184759,0.706116524655,0.72056339806,0.733459611568,0.744636185498,0.75396173516,0.761346538805,0.766745162584,0.770157564074,0.771628649382,0.771246312706,0.769138039646,0.765466204589,0.760422236586
1.0,0.999354013312,0.997417270895,0.994193423257,0.989688546447,0.983911129885,0.976872059349,0.96858459517,0.959064345664,0.948329235866,0.936399471629,0.923297499154,0.909047960037,0.893677641934,0.877215424929,0.859692223727,0.841140925777,0.821596325472,0.801095054536,0.779675508757,0.757377771207,0.734243532115,0.710316005536,0.685639843018,0.660261044408,0.634226866005,0.607585726237,0.580387109049,0.552681465212,0.524520111739,0.495955129628,0.467039260129,0.437825799747,0.408368494201,0.378721431553,0.348938934716,0.319075453574,0.289185456917,0.259323324427,0.229543238921,0.199899079077,0.170444312861,0.141231891864,0.112314146776,0.0837426841933,0.0555682849848,0.0278408044071,0.000609074183484,-0.026079193263,-0.0521774982254,0.0,0.0322484229601,0.0644415321956,0.0965241225765,0.128441205942,0.160138119035,0.191560630779,0.222655048679,0.253368324128,0.283648156416,0.313443095213,0.342702641341,0.371377345608,0.399418905522,0.42678025968,0.453415679641,0.479280859104,0.504333000203,0.528530896746,0.551835014239,0.574207566516,0.595612588839,0.616016007306,0.635385704443,0.653691580826,0.67090561263,0.68700190498,0.701956741,0.715748626454,0.728358329905,0.739768918299,0.749965787906,0.758936690563,0.766671755168,0.773163504363,0.778406866413,0.782399182216,0.785140207465,0.786632109943,0.786879461963,0.78588922797,0.783670747337,0.780235712385,0.775598141682,0.769774348669,0.762782905692,0.754644603497,0.745382406298,0.735021402485,0.723588751097
1.0,0.999346963128,0.997389115389,0.994130242811,0.989576646782,0.983737131077,0.976622983731,0.968247953813,0.958628223116,0.947782372864,0.935731345469,0.922498401441,0.908109071537,0.892591104239,0.875974408693,0.858290993202,0.839574899426,0.819862132412,0.799190586611,0.777599968027,0.755131712672,0.731828901493,0.707736171948,0.682899626422,0.657366737669,0.631186251482,0.604408086799,0.577083233446,0.549263647732,0.521002146131,0.492352297248,0.463368312315,0.434104934441,0.404617326843,0.374960960299,0.345191500052,0.315364692409,0.285536251264,0.255761744786,0.226096482509,0.196595403062,0.167312962762,0.138303025322,0.109618752876,0.0813124985838,0.0534357009996,0.0260387804568,-0.000828962336,-0.0271194452681,-0.0527859011678,0.0,0.0322482038244,0.0644397802181,0.0965182158842,0.128427225555,0.160110865414,0.191513645802,0.222580642979,0.253257609709,0.28349108443,0.313228498786,0.342418283305,0.371009970985,0.39895429859,0.426203305436,0.452710429461,0.478430600388,0.503320329774,0.527337797768,0.5504429364,0.572597509216,0.593765187104,0.613911620158,0.633004505413,0.651013650338,0.667911031929,0.6836708513,0.698269583655,0.711686023526,0.723901325211,0.734899038304,0.744665138257,0.753188051916,0.760458677971,0.766470402291,0.771219108098,0.774703180986,0.776923508756,0.777883476075,0.777588953991,0.776048284296,0.773272258811,0.769274093607,0.764069398238,0.757676140053,0.750114603654,0.741407345599,0.731579144445,0.720656946238,0.70866980557
1.0,0.999305308466,0.997223245109,0.993759833274,0.988925077323,0.982732911096,0.975201126341,0.966351281662,0.956208592712,0.944801804497,0.932163046788,0.918327673765,0.90333408915,0.887223558156,0.870040007721,0.851829816509,0.832641596294,0.812525966323,0.79153532234,0.769723601942,0.747146047943,0.723858971417,0.699919516055,0.675385425422,0.650314814665,0.624765948113,0.598797024169,0.57246596877,0.545830238588,0.518946635048,0.491871130097,0.464658704532,0.437363199573,0.410037182215,0.38273182476,0.355496798775,0.328380183618,0.301428389483,0.274686094828,0.248196197887,0.221999781872,0.19613609332,0.170642532971,0.145554658435,0.120906197827,0.0967290734848,0.0730534347871,0.0499076990817,0.027318599645,0.00531123959832,0.0,0.032246036822,0.0644224753492,0.0964599868408,0.128289779882,0.159843864609,0.191055311656,0.221858504131,0.252189381005,0.281985670367,0.311187111075,0.339735661474,0.367575693918,0.394654174,0.420920823499,0.446328266217,0.470832156009,0.494391286473,0.51696768193,0.53852666945,0.559036931894,0.578470542031,0.596802978012,0.614013120572,0.630083232516,0.644998921162,0.658749084544,0.671325842299,0.682724452276,0.692943213975,0.701983360043,0.709848937087,0.716546677155,0.722085861248,0.726478176273,0.729737566844,0.731880083364,0.732923727771,0.732888298326,0.731795234784,0.729667465206,0.726529255643,0.72240606381,0.717324397816,0.711311680899,0.704396123018,0.696606600054,0.687972541257,0.67852382545,0.668290686406
1.0,0.999319658019,0.997280369686,0.993887339183,0.989149211373,0.983078028947,0.975689172988,0.967001287548,0.957036188933,0.945818760572,0.933376834451,0.919741060231,0.904944763245,0.889023792704,0.872016361462,0.853962878806,0.834905777714,0.814889338109,0.793959507587,0.772163721128,0.749550721229,0.726170379878,0.702073523717,0.677311763644,0.651937330039,0.626002914668,0.599561520208,0.572666318218,0.545370516223,0.517727234459,0.489789392657,0.461609607129,0.433240098215,0.404732608072,0.376138328575,0.347507839025,0.318891053159,0.290337174916,0.261894662224,0.233611198034,0.205533667712,0.177708141832,0.150179863371,0.12299323826,0.0961918282125,0.0698183447669,0.0439146434778,0.0185217172148,-0.00632031241763,-0.0305722064769,0.0,0.0322468679073,0.0644291144207,0.096482339682,0.128342585301,0.159946551095,0.191231807094,0.222136999304,0.252602047814,0.282568335898,0.311978888888,0.340778541673,0.368914093856,0.396334451687,0.422990756065,0.448836496065,0.473827607558,0.497922556708,0.521082408254,0.54327087865,0.564454374312,0.584602015348,0.603685645311,0.621679827626,0.638561829509,0.65431159425,0.668911702896,0.682347326396,0.694606169378,0.70567840677,0.715556614498,0.724235695544,0.731712802613,0.737987258663,0.74306047652,0.74693587874,0.749618818826,0.751116504814,0.751437926174,0.750593784846,0.74859643113,0.745459805008,0.741199383388,0.735832133567,0.729376473119,0.721852236258,0.713280646583,0.70368429599,0.693087129388,0.681514434749
1.0,0.992485017407,0.973998090772,0.952341384683,0.932081019729,0.914126806653,0.900619164194,0.896261064918,0.903649243027,0.919806442675,0.938939943356,0.956736985012,0.970098505121,0.9747445721,0.966931757895,0.948061008186,0.924734894049,0.902899358012,0.884003760209,0.868423373027,0.860136807054,0.864373133949,0.880724958561,0.901683296387,0.919079126739,0.929798344345,0.934049640882,0.930822688728,0.918339082508,0.898264358811,0.876254720461,0.857608489946,0.844648705115,0.839055588305,0.843676901866,0.85918343341,0.880316685575,0.898750783458,0.910008661861,0.915173465294,0.915476562555,0.90846594764,0.891912756499,0.869576343883,0.849834645532,0.838653738054,0.83629769717,0.840895979962,0.851947539775,0.868479306919,0.0,0.0304849643641,0.052161124313,0.0627552185746,0.0649607079773,0.0604344863649,0.0486757524159,0.0315730962031,0.0154953687331,0.00706881151414,0.00868248134001,0.0195208149407,0.0387290546451,0.0645940809447,0.0915597990778,0.111799426442,0.121128741058,0.121285762391,0.115265378286,0.102934359535,0.0838400912339,0.0627788398493,0.0487654992194,0.0475439169611,0.0574071166532,0.0732646157152,0.0922017227998,0.112915513824,0.131773068123,0.143148614063,0.144079301443,0.136127513338,0.122121579039,0.103790857718,0.0842051375903,0.0699117864585,0.0671085852474,0.0758527240449,0.0906868375202,0.107215051459,0.125270899775,0.144481649719,0.159727496325,0.164271527533,0.156704916274,0.142099669499,0.126371683455,0.112244852431,0.101361745672,0.0970746479229
1.0,0.998373889374,0.993555592855,0.985721043848,0.97514990853,0.962206453189,0.947315045973,0.930932322497,0.913518285439,0.895508642579,0.877290516769,0.859183306153,0.841425971872,0.824171435166,0.807488135121,0.791368192672,0.775741101167,0.760491463829,0.745479054101,0.730559399575,0.715603179644,0.700512960737,0.685236137631,0.669773362363,0.654182178108,0.638575989542,0.623118855857,0.608016859888,0.593506971151,0.579844379763,0.56728924187,0.556093665089,0.546489600743,0.538678126787,0.532820428559,0.529030635578,0.527370565859,0.527846369638,0.53040704774,0.534944834178,0.541297460369,0.549252339875,0.558552709458,0.568905720404,0.579992386906,0.59147916771,0.60303079419,0.614323781591,0.625059894814,0.634978712879,0.0,0.0321659587598,0.0637879322884,0.0943520959233,0.123402583535,0.150564771278,0.175562296922,0.198226617237,0.218498556528,0.236421985604,0.252130427677,0.265827955357,0.27776617092,0.288219315004,0.297459610084,0.30573481673,0.313249683676,0.320152543629,0.326527793078,0.332394449654,0.337710458054,0.342381963049,0.34627642285,0.349238221948,0.351105367829,0.351725914062,0.350972923044,0.348757035373,0.345036013509,0.339820938182,0.333179023423,0.325233253381,0.316159214556,0.30617959454,0.29555684742,0.284584500167,0.273577513086,0.262862033026,0.252764811795,0.243602520794,0.235671186343,0.229235999809,0.224521815434,0.221704722096,0.220905143436,0.222182962313,0.225535160316,0.230896396186,0.23814281148,0.247099150368
1.0,0.99898964501,0.995997219969,0.991135256004,0.9845803258,0.976557652052,0.967321608475,0.957133927217,0.94624163399,0.934856748565,0.923139612387,0.911187354292,0.899028513677,0.886624255105,0.873875985473,0.86063858367,0.846737930244,0.831991030147,0.816226791672,0.79930548019,0.781135008945,0.761682546036,0.740980375172,0.719125503216,0.696273106008,0.672624488434,0.648410749361,0.623873738837,0.599246136993,0.574732550021,0.550493403865,0.526633133651,0.503193745106,0.480154304802,0.457436349562,0.434914646063,0.412432232584,0.389818282668,0.366907080976,0.343556316707,0.319662985544,0.29517543676,0.270100482477,0.244504963354,0.218511692652,0.192290228263,0.166043400164,0.139990904631,0.114351531897,0.0893256987819,0.0,0.0322065652443,0.0641111874382,0.0954341704869,0.125938272078,0.155445022603,0.183845674705,0.211105807353,0.237263204427,0.262419258036,0.286724751027,0.310361394313,0.333520883479,0.356383459284,0.379097988073,0.401765418746,0.424427138981,0.44705927771,0.469573429503,0.491823664498,0.513619093382,0.534740736954,0.554961053011,0.574064236324,0.591865351639,0.60822648854,0.62306842686,0.63637674186,0.648201816413,0.658652810752,0.667886212999,0.676090101313,0.6834656435,0.690207606043,0.696485719869,0.702428649798,0.708112049848,0.713551784753,0.718702898792,0.723464364988,0.7276891034,0.731198268072,0.73379841373,0.735299900778,0.735534802517,0.734372648305,0.731732561591,0.727590708791,0.721982428201,0.714998913371
1.0,0.997450918904,0.990413599875,0.980535954297,0.97001463939,0.960949534726,0.954739827242,0.951703958227,0.951033300982,0.951084099171,0.94990786738,0.945850117616,0.938032277435,0.926575085142,0.912507868511,0.897408055288,0.882896754917,0.87015420787,0.859603291627,0.85084776758,0.842866644915,0.834385571412,0.824296054725,0.811987771519,0.797497084844,0.781440927445,0.764775982858,0.748475243553,0.733232007857,0.71928211865,0.706388263928,0.693973422412,0.681343747071,0.667918943072,0.653395471744,0.637799140748,0.621425615102,0.604704556788,0.588043272374,0.571704061868,0.5557493987,0.540060310627,0.524407523409,0.508541110191,0.492265819247,0.475482774016,0.458196231797,0.440498065823,0.422546937603,0.404553171532,0.0,0.0318641634633,0.0615036025545,0.0873298259249,0.108833214979,0.126699253497,0.142567538127,0.158513320495,0.176415314133,0.197404729073,0.221560107399,0.247931551292,0.274873325951,0.300569402515,0.323581837554,0.343252818797,0.359845194884,0.374393873841,0.388332176552,0.403023630033,0.41935092855,0.437485635036,0.456896619963,0.476575671049,0.495391719584,0.512451495961,0.527352636997,0.540259492325,0.55179485554,0.562800426627,0.574055715916,0.586049180826,0.598868346982,0.612229520958,0.625619820124,0.638490918232,0.650434816158,0.661287409708,0.671137374579,0.68025285775,0.688963966869,0.697547342342,0.706149708361,0.714766410795,0.723268304329,0.731455055826,0.739109877464,0.746038983983,0.752092907012,0.75717848115
1.0,0.999358351556,0.997434596597,0.994232303894,0.989757413585,0.984018225466,0.977025382638,0.968791850535,0.959332891376,0.948666034093,0.936811039801,0.923789862869,0.909626607678,0.894347481149,0.877980741137,0.860556640798,0.842107369031,0.82266698713,0.802271361753,0.780958094363,0.758766447268,0.735737266412,0.711912901079,0.687337120656,0.662055028637,0.636112974031,0.609558460361,0.582440052415,0.554807280967,0.526710545633,0.49820101607,0.469330531703,0.440151500207,0.410716794907,0.381079651346,0.351293563186,0.321412177686,0.291489190937,0.261578243086,0.231732813744,0.202006117789,0.172451001779,0.143119841175,0.114064438585,0.085335923219,0.056984651774,0.0290601109335,0.00161082167862,-0.0253157543972,-0.0516733065849,0.0,0.0322485561248,0.0644425968515,0.096527712073,0.128449702054,0.160154682091,0.191589186549,0.222700272059,0.253435619674,0.283743635787,0.313573551594,0.342875520924,0.371600716222,0.399701422511,0.427131129129,0.453844619073,0.479798055769,0.504949067081,0.529256826423,0.552682130773,0.575187475473,0.596737125636,0.61729718404,0.636835655361,0.655322506622,0.672729723741,0.689031364065,0.704203604787,0.718224787142,0.731075456314,0.742738396954,0.753198664263,0.76244361055,0.77046290725,0.777248562322,0.782794933031,0.787098734055,0.790159040933,0.791977288828,0.792557266626,0.791905106366,0.790029268044,0.786940519815,0.782651913624,0.777178756342,0.770538576447,0.762751086315,0.753838140231,0.743823688157,0.732733725406
